NAME_BT,NAME1,BRAND1,NAME2,BRAND2,NAME3,BRAND3,NAME4,BRAND4
,FIRE TV STICK,,,,,,,
,HDMI 2,,,,,,,
,BD,SONY,LG DS80TR,SONY,HDMI 3,,AMAZON FIRETV,AMAZON
OVS-TW311(B0),,,,,,,,
,AV,,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,HD+,,,,,,,
,HDMI 1,,,,,,,
,MEO BOX,MEO,,,,,,
,FREEBOX PLAYE,,TX3MINI+,,,,,
AVANTREE AS9-P(96),XBOX,XBOX,,,,,,
,FIRE TV STICK,AMAZON,,,,,,
,HDMI 1,,APPLE TV,APPLE,,,,
,ORANGE DEKODER,ORANGE,,,,,,
,LG DS90TY,LG,WAIPU M+C,,,,,
,SKY Q,SKY DEUTSCHLAND,,,,,,
LG SH3B(88),,,,,,,,
,HDMI 2,,,,,,,
EDIFIER W800BT SE(C7),,,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,STC 寞?碼万 ?? 碼?魔娩??邈,STC,,,,,,
,AV RECEIVER,,,,,,,
,HW-Q935GF,,,,,,,
,AMAZON FIRETV,,,,,,,
PHILIPS FIDELIO L4(BA),,,,,,,,
,FREEBOX PLAYER,FREEBOX,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,HDMI 2,,,,,,,
,HDMI 1,,,,,,,
LG DS40T(03),,,,,,,,
,HD+,,,,,,,
,HDMI 1,,,,,,,
PIONEER AV RECEIVER(9B),BEELINK RECEIVER,BEELINK,,,,,,
ACTON III(2C),,,,,,,,
FIRE TV SOUNDBAR(B7),,,,,,,,
,MAGENTATV ONE,DEUTSCHE TELEKOM,HD+,,,,,
BOSE QC35 II(A4),,,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,LIVING ROOM TV,GOOGLE,AVR-X4500H,DENON,,,,
,,DIGITURK,,,,,,
,B&O THEATRE,,,,,,,
,AV,,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,LG DS90TY,LG,,,,,,
ROCKSTER GO 2(BC),HD+,,,,,,,
,SKY Q(WEST MIDLANDS) SET-TOP BOX,SKY Q(WEST MIDLANDS),,,,,,
,MOVISTAR TV(CASTILLA-LA MANCHA) DECODIFICADOR,MOVISTAR TV(CASTILLA-LA MANCHA),,,,,,
WH-1000XM3(E0),HDMI2.1 MATRIX,PS5,,,,,,
,HDMI 1,,,,,,,
ELECTRIC EARMUFFS(ED),APPLE TV,APPLE,SONOS ARC,SONOS,,,,
,HDMI 1,,BOX TV,SWISSCOM BLUE TV (SVIZZERA ITALIANA),,,,
,HDMI 1,,,,,,,
,H96 MAX RK331,H96,SKY Q,SKY Q(NORTH WEST),,,,
,AV,,,,,,,
,LG SC9S,LG,,,,,,
SONY:GTK-X1BT(41),,,,,,,,
,APPLE TV,APPLE,,,,,,
,WO621,,,,,,,
,HDMI 3,,,,,,,
,HDMI 1,,,,,,,
DENON DHT-S517(3C),DHT-S517,,,,,,,
,SONOS BEAM,SONOS,ROGER'S CHROME,GOOGLE,,,,
HT-SBW182(1B),HT-SBW182,VECTRA,TELEWIZOR W SA,,,,,
,DIONE OPERA,,,,,,,
,HDMI 1,,,,,,,
,SKY,AMSTRAD,,,,,,
,WAIPU.TV BOX,,LG DS70TY,,SKY DEUTSCHLAND SET-TOP-BOX,SKY DEUTSCHLAND,,
,DIGITURK SET 횥ST횥 KUTU,DIGITURK,,,,,,
,SKY Q,SKY DEUTSCHLAND,,,,,,
,HDMI 1,,,,,,,
,MEDIABOX,UPC,HDMI 2,,,,,
,TELENETTVBOX,TELENET,LG CHANNELS,,,,,
,BD HTS,,BD HTS,,FREEBOX PLAYER,FREEBOX,,
,APPLE TV,APPLE,,,,,,
AIRPODS PRO - FIND MY(4D),,,,,,,,
,HDMI 2,,,,,,,
,BEIN 寞?碼万 ?? 碼?魔娩??邈,BEIN,,,,,,
,PC,,AZATOM ELITE,,,,,
,HD+,,,,,,,
JBL CINEMA SB170(9A),,,,,,,,
,SKY,VODAFONE KABEL DEUTSCHLAND,HW-Q930F,SAMSUNG,,,,
,SAMSUNG DVD PLAYER,SAMSUNG,,,,,,
,PS4 CONSOLA DE JUEGOS,PS4,,,,,,
,D-SMART SET 횥ST횥 KUTU,D-SMART,,,,,,
,HDMI 1,,,,,,,
,PLAYSTATION 4,PS4,CHROMECAST,PS4,TELE DANMARK SET-TOP-BOKS,TELE DANMARK,,
,HD+,,,,,,,
BOSE SMART ULTRA SOUNDBAR(09),GIMNASIO,APPLE,BOSESMARTULTRA,BOSE,,,,
,PS5 GAME CONSOLE,PS5,,,,,,
,HDMI 1,,,,,,,
,APPLE TV,APPLE,HDMI 2,,,,,
,HDMI 1,,,,,,,
,HDMI 2,,,,,,,
,AV,,,,,,,
QS-1182(33),,,,,,,,
,DEUTSCHE TELEKOM BELT횋RI EGYS횋G,DEUTSCHE TELEKOM,,,,,,
,LG S90TR,LG,,,,,,
,HD+,,,,,,,
LG-XL5S(75),HDMI 1,,,,,,,
,HD+,,,,,,,
,PHILIPS BDP,PHILIPS,HDMI 2,,,,,
,APPLE TV,APPLE,,,,,,
,,KPN,LG SC9S,LG,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,HW-B5 SERIES,SAMSUNG,,,,,,
,APPLE TV,APPLE,,,,,,
LG S60TR(DB),,,,,,,,
,SET-TOP BOX,SKY,,,,,,
,HDMI 3,,,,,,,
,GIGATV HOME,VODAFONE DEUTSCHLAND,,,,,,
,HDMI 3,,,,,,,
,BEIN BO횓TIER D횋CODEUR /BOX INTERNET,BEIN,,,,,,
,HDMI 1,,,,,,,
,POLSAT BOX DEKODER,POLSAT BOX,,,,,,
,XIAOMI OTT,XIAOMI,,,,,,
[ AV ] SAMSUNG SOUNDBAR T4-SERIES(22),TELECOM BELT횋RI EGYS횋G,TELECOM,,,,,,
,P,CYFROWY POLSAT,PLAYSTATION 5,PS5,,,,
LG DS40T(A8),,,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,DECODEUR UHD,ORANGE FIBRE OPTIQUE,SB02M,DENON,,,,
,ALLENTE PARABOL DIGITALBOX,ALLENTE PARABOL,HDMI 3,,,,,
,VODAFONE SET-TOP-BOX,VODAFONE,AMAZON FIRE?T,AMAZON,HD+,,,
,HDMI 2,,HDMI 3,,,,,
BOSE TV SPEAKER(C7),HDMI 1,,HIS,,HDMI 3,,,
,HDMI 1,,,,,,,
,VODAFONE BELT횋RI EGYS횋G,VODAFONE,,,,,,
,JBL BAR 2.1,,,,,,,
,,SKY Q,,,,,,
,UMA,,,,,,,
,ARRIS,PODA,,,,,,
,SOUNDBAR,SAMSUNG,,,,,,
,SC-HTB150,PANASONIC,,,,,,
,HDMI 1,,,,,,,
,LG CHANNELS,,,,,,,
JBL PARTYBOX 310(4E),PLAYSTATION 5,PS5,XBOX ONE SPIELKONSOLE,XBOX ONE,,,,
,VODAFONE TV,VODAFONE,,,,,,
,HDMI 2,,,,,,,
JBL XTREME 4(AE),CHROMECAST,,,,,,,
33176(BA),,,,,,,,
DSB-4030(B1),LG DS40T,LG,HD+,,,,,
,HDMI 1,,,,,,,
ZEALOT-S67(79),PROJETOR,GOOGLE,,,,,,
,SKY Q,SKY Q,,,,,,
MHC-V43D(E2),HDMI 1,,,,,,,
AIRPODS PRO - FIND MY(36),LG NS90TY,LG,,,,,,
,BOSESMARTULTRA,BOSE,,,,,,
WH-1000XM3(D9),POLSAT BOX 4K,,LG S90TY,LG,,,,
,AV,,,,,,,
JBL TUNE500BT(DD),,,,,,,,
,HDMI 3,,,,,,,
,HDMI 3,,,,,,,
,HDMI 2,,,,,,,
,AV,,,,,,,
,ALTIBOX DEKODER,ALTIBOX,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,SUNRISE TV,PS5,,,,,,
,MAGENTATV ONE,DEUTSCHE TELEKOM,HDMI 3,,HD+,,,
LOGITECH BT ADAPTER(A1),,,,,,,,
,CHAMBRE PARENT,GOOGLE,,,,,,
,SKY Q SET-TOP BOX,SKY Q,LG US40TR,LG,,,,
WH-1000XM4(8E),,,,,,,,
[ AV ] SAMSUNG SOUNDBAR T4-SERIES(D5),,,,,,,,
,PC,,,,,,,
,LG CHANNELS,,,,,,,
,UPC DECODER,UPC,,,,,,
ARCTIS NOVA PRO WIRELESS(27),PLAYSTATION 4,PS4,,,,,,
,MAGENTATV,,,,,,,
,HDMI 1,,,,,,,
,BOX HD,BEIN,,,,,,
,AV,,LG CHANNELS,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,SKYLINK CZ,,,,,,,
AIRPODS DE NELLY - FIND MY(2F),PLAYSTATION 5,PS5,,,,,,
OPENMOVE BY AFTERSHOKZ(33),ORANGE FIBRE OPTIQUE BO횓TIER D횋CODEUR /BOX INTERNET,ORANGE FIBRE OPTIQUE,,,,,,
,SKY,DEUTSCHE TELEKOM,,,,,,
,EE TV,,LG USE6S,,FIRE TV STICK,,,
,SONOS BEAM,SONOS,,,,,,
,MAGENTATV,DEUTSCHE TELEKOM,,,,,,
,AMAZON FIRE T,,,,,,,
,HDMI 1,,,,,,,
,YOUSEE TV,YOUSEE,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,AVR-X2800H,,,,,,,
,PLAYSTATION 5,PS5,LG NS70TY,LG,,,,
,PLAYSTATION 5,PS5,,,,,,
,SKY,SKY,,,,,,
,HDMI1,,DHT-S217,DENON,,,,
LG S40T(5A),,,,,,,,
REDMI BUDS 4 LITE(21),AV,,,,,,,
LENCO SB-080(48),,,,,,,,
,HDMI 3,,,,,,,
,MEOBOX 4K (DIW,MEO,HDMI 2,,,,,
,LG S40T,,,,,,,
,HDMI 1,,,,,,,
,AMAZON FIRETV,,HD+,,,,,
,HDMI 2,,,,,,,
,XIAOMI TV BOX,XIAOMI,,,,,,
,HDMI 2,,,,,,,
,HDMI 1,,,,,,,
,YANDEX.STATION,,,,,,,
,HDMI 1,,,,,,,
,PLAY BOX TV,PLAY,,,,,,
,HDMI 1,,,,,,,
,RX-A8A,,,,,,,
,JBL BAR 5.1,JBL,,,,,,
,CHROMECAST,,XBOX SPELKONSOL,XBOX,,,,
,PS4 GAMECONSOLE,PS4,,,,,,
,ZIGGO DECODER,ZIGGO,APPLE OTT,APPLE,,,,
,GIGATV HOME SO,VODAFONE,,,,,,
,HDMI 1,,,,,,,
,MAGENTATV,DEUTSCHE TELEKOM,,,,,,
,HDMI 2,,,,,,,
,AV,,,,,,,
,MOVISTAR TV(EUSKADI) DECODIFICADOR,MOVISTAR TV(EUSKADI),,,,,,
GABI ??AIRPODS PRO - FIND MY(7A),CINEMA SB560,JBL,,,,,,
JBL PARTYBOX 100(7A),HDMI 2,,,,,,,
,FIRE TV STICK,AMAZON,,,,,,
,HDMI 1,,HDMI 2,,,,,
AAEBT(CF),,,,,,,,
,NINTENDOSWITCH,NINTENDO SWITCH,,,,,,
,LG US70TR,LG,,,,,,
FEEL HURRICANE 250(30),CBS540A,,,,,,,
HISENSE HS214(EC),HISENSE HS214,HISENSE,,,,,,
,HDMI 1,,,,,,,
,SKY Q,SKY Q,,,,,,
,AMAZON FIRETV,AMAZON,FREEBOX PLAYE,,,,,
,HDMI 2,,,,,,,
,HDMI 1,,HDMI 2,,,,,
,PC,,,,,,,
,HDMI 1,,,,,,,
LIVING ROOM(D2),,,,,,,,
,HDMI 1,,,,,,,
LG S60T(E6),,,,,,,,
,AMAZON FIRE T,,,,,,,
,HD+,,,,,,,
,RX-V483,YAMAHA,,,,,,
,UPC BELT횋RI EGYS횋G,UPC,,,,,,
,PS4 SP휅캥U KONSOLE,PS4,,,,,,
,EVOBOX PVR,POLSAT BOX,,,,,,
,VOO BO횓TIER D횋CODEUR /BOX INTERNET,VOO,,,,,,
,PANASONIC DVD PLAYER,PANASONIC,FIRE TV STICK,AMAZON,,,,
,HD+,,,,,,,
WH-CH510(B8),,,,,,,,
SALON(A4),,,,,,,,
,HDMI 1,,,,,,,
,XBOX,XBOX,LG US90TY,LG,FIRE TV STICK,AMAZON,,
CXA61(C8),AUDIO SYSTEM,PANASONIC,,,,,,
,HDMI 1,,,,,,,
,VIRGIN TV 1,PANASONIC,LG US70TR,LG,PANASONIC DVD PLAYER,PANASONIC,,
,HDMI 1,,,,,,,
,AMAZON FIRETV,,,,,,,
,HDMI 2,,ADB SET-TOP-BOKS,ADB,,,,
,SKYLINK CZ,,,,,,,
,HDMI 3,,,,,,,
,SKY Q,SKY,,,,,,
,HDMI 1,,,,,,,
,HDMI 3,,,,,,,
,AV,,,,,,,
,WEGOO,BEIN,,,,,,
AIRY TWS 2(D3),,,,,,,,
,HOT ???淚,HOT,,,,,,
,JBL BAR 800,,AMAZON FIRE?T,,HD+,,,
,SUNRISE TV,UPC,,,,,,
,LG DS77TY,LG,HDMI 3,,HD+,,,
,FREEBOX PLAYER,FREEBOX,,,,,,
,BD PLAYER,PANASONIC,,SKY Q(YORKSHIRE AND LINCOLNSHIRE),,,,
,FIRE TV STICK,,,,,,,
,HDMI 2,,LG DS40T,LG,,,,
,HDMI 2,,,,,,,
,HDMI 1,,,,,,,
BOSE QC ULTRA HEADPHONES(28),,,,,,,,
,HDMI 2,,,,,,,
,HDMI 1,,,,,,,
,VODAFONE TV DECODIFICADOR,VODAFONE TV,,,,,,
,PC,,,,,,,
,SHIELD,SHIELD,,,,,,
,HT-S350,SONY,,,,,,
,HT-S350,,AMAZON FIRE T,AMAZON,,,,
,HDMI 1,,,,,,,
,PLAY BOX TV,PS5,SOUNDBAR,SAMSUNG,XBOX ONE KONSOLA DO GIER,XBOX ONE,,
JBL TUNE 720BT(1A),,,,,,,,
,AV,,,,,,,
,JBL BAR 300,,,,,,,
,MEDIABOX,ZIGGOGO,,,,,,
,HDMI 1,,HDMI 2,,,,,
AIRPODS MAX DE BACHAR - FIND MY(7A),,,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,AV,,,,,,,
,HDMI 2,,,,,,,
,FIRE TV STICK,,,,,,,
,PLAYSTATION 5,PS5,,,,,,
P47(8B),AMAZON FIRE T,AMAZON,,,,,,
,ARC ULTRA,SONOS,SKY,SKY,,,,
,HDMI 1,,,,,,,
,SONY DVD PLAYER,SONY,BD PLAYER,PANASONIC,FREESAT UK SET-TOP BOX,FREESAT UK,,
,HDMI 2,,HDMI 3,,,,,
,HDMI 1,,,,,,,
,PIONEER DVD-PLAYER,PIONEER,BOSE TV SPKR,,HD+,,,
,XBOX GAME CONSOLE,XBOX,,,,,,
MIXX STREAMQ D2(E4),FIRE TV STICK,,,,,,,
,SKY Q,SKY DEUTSCHLAND,APPLE TV,APPLE,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,PS4 KONSOLA DO GIER,PS4,,,,,,
LG_SPEAKER_S80TY(3F),SKY Q,SKY DEUTSCHLAND,,,,,,
JBL GO 4 VON JONAS(F5),,,,,,,,
,TV-BOX 1,,,,,,,
,LG S70TY,LG,,,,,,
,APPLE TV,APPLE,ARC ULTRA,SONOS,,,,
PHILIPS TAB4000(EB),HDMI 1,,,,,,,
,FIRE TV STICK,AMAZON,,,,,,
,HDMI 1,,BOSE TV SPKR,BOSE,,,,
,SWITCH 2,SWITCH2,,,,,,
,PLAYSTATION 5,PS5,ARC ULTRA,SONOS,APPLE TV,APPLE,,
MAJA?셎 BEATS SOLO쨀(F3),AMAZON FIRETV,,HDMI 3,,,,,
TV ??遼???(B6),HDMI 3,,,,,,,
[AV] SAMSUNG SOUNDBAR C4-SERIES(3D),XBOX ?幕膜馬 碼?魔幕?? ?? 碼?粒?晩碼磨,XBOX,,,,,,
WH-1000XM6(19),,,,,,,,
,HDMI 1,,,,,,,
BOSEBUDS(A8),FIRE TV STICK,,NINTENDOSWITCH,NINTENDO SWITCH,,,,
,HDMI 1,,,,,,,
,AMAZON FIRETV,,,,,,,
,ZIGGO DECODER,ZIGGO,,,,,,
,HDMI 1,,,,,,,
,XBOX,,,,,,,
,AV,,,,,,,
BOSE QC HEADPHONES(6F),H/T,LG,H/T,LG,,,,
,SKY,SKY Q,,,,,,
,AV,,,,,,,
ZTE BUDS2(65),,,,,,,,
,HD+,,,,,,,
MMX 200 WIRELESS(6D),XBOX SPIELKONSOLE,XBOX,,,,,,
,HDMI 1,,,,,,,
,,PS5,HW-Q995F,SAMSUNG,PLAYSTATION 5,PS5,APPLE TV,APPLE
,IPTV EXTREME,,,,,,,
,ELISA DIGIBOXI,ELISA,,,,,,
,JBL BAR800M2,,,,,,,
,SKY Q,SKY,,,,,,
,RASPBERRY,ROKU,,,,,,
SPEAKER5.0(81),,,,,,,,
LG SJ3(1E),,,,,,,,
,LG CHANNELS,,,,,,,
,PLAYSTATION 5,PS5,,,,,,
MOMENTUM 4(3A),SOUNDBAR,SAMSUNG,,,,,,
CANTA TU(2F),AMAZON FIRE T,,,,,,,
JABRA EVOLVE2 75(B2),,,,,,,,
,BT TV SET-TOP BOX,BT TV,,,,,,
,SONOS BEAM,SONOS,,,,,,
LG HBS910(8E),HDMI 4,,,,,,,
,VODAFONE TV,VODAFONE,,,,,,
,HDMI 3,,,,,,,
,ALLENTE DIGIBOXI,ALLENTE,,,,,,
,,,,,,,,
,HDMI 1,,PLAYSTATION 5,PS5,,,,
,HDMI 2,,,,,,,
,LG US90TY,LG,SKY Q,SKY Q,,,,
,APPLE TV,APPLE,SONOS BEAM,SONOS,,,,
,SKY Q,SKY Q(NORTH EAST),,,,,,
,FIRE TV STICK,,VIRGIN(NORTH EAST) SET-TOP BOX,VIRGIN(NORTH EAST),,,,
,KPN DECODER,KPN,,,,,,
,SONOS ARC,SONOS,CHROMECAST,,,,,
,AV,,HDMI 2,,,,,
[AV] SAMSUNG SOUNDBAR K550 K-SERIES(35),PS4 GAMECONSOLE,PS4,NOKIA STREAMIN,,,,,
,BEIN BO횓TIER D횋CODEUR /BOX INTERNET,BEIN,,,,,,
,SONOS ARC,SONOS,,,,,,
,HDMI 1,,,,,,,
Q33(C8),,PANASONIC,,,,,,
,HT-S20R,,,,,,,
,SKY Q,SKY Q(NORTHERN IRELAND),,,,,,
,APPLE TV,APPLE,,,,,,
ROCKSTER AIR(E1),LG CHANNELS,,,,,,,
,LG S75TR,LG,,,,,,
MIBOX4(10),PLAYSTATION 5,PS5,BUREAU TV,GOOGLE,,,,
,HDMI 1,,,,,,,
,DORMITORIO PRI,GOOGLE,,,,,,
,PHILIPS B8200,PHILIPS,,,,,,
,PLAYSTATION 5,PS5,,,,,,
JBL CINEMA SB510(8A),HD+,,,,,,,
AS-D96(32),,,,,,,,
,TURKCELL SET 횥ST횥 KUTU,TURKCELL,,,,,,
,AMAZON FIRETV,,,,,,,
LG_SPEAKER_S90TY(55),,,,,,,,
MOMENTUM TW 4(7B),AUDIO SYSTEM,VIZIO,,,,,,
,UPC SET-TOP-BOX,UPC,,,,,,
,HDMI 1,,HDMI 2,,,,,
,HDMI 2,,,,,,,
,RX-V767,YAMAHA,PANASONIC LECTEUR혻DVD,PANASONIC,,,,
,HDMI 1,,,,,,,
,HDMI 3,,,,,,,
,RX-V673,YAMAHA,,,,,,
,HDMI 1,,,,,,,
JBL TUNE700BT(D4),HDMI 1,,HDMI 2,,,,,
,STB,,BOSE TV SPKR,BOSE,,,,
,LG US20A,,,,,,,
,HDMI 1,,,,,,,
,ONE FOR ALL BELT횋RI EGYS횋G,ONE FOR ALL,,,,,,
BASEMENT(08),PLAYSTATION 5,PS5,,,,,,
,HDMI 1,,,,,,,
CREATIVE STAGE PRO(6D),STAGE PRO,,,,,,,
,HDMI 3,,,,,,,
,MAGYAR TELEKOM BELT횋RI EGYS횋G,MAGYAR TELEKOM,,,,,,
,BD,SONY,,,,,,
,VIRGIN(WALES) SET-TOP BOX,VIRGIN(WALES),M3 SOUNDBAR,Q ACOUSTICS,,,,
,FIRE TV STICK,,HT-SD35,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,BBOXTV,BOUYGUES TELECOM,,,,,,
,HDMI 1,,,,,,,
S1(1F),JBL BAR 1000,JBL,,,,,,
LG ON66(1E),LG CHANNELS,,,,,,,
,SKY Q,SKY Q(WEST),,,,,,
,NAGA 80,,,,,,,
,HDMI 4,,,,,,,
,HDMI 1,,,,,,,
,SKY Q,SKY Q,HDMI 3,,,,,
,HDMI 1,,HDMI 2,,,,,
,FIRE TV STICK,AMAZON,LG USC9S,LG,SWITCH 2,N.A,,
,PLAYSTATION 4,PS4,,,,,,
,HDMI 2,,,,,,,
,MAGENTATV ONE,DEUTSCHE TELEKOM,,,,,,
,MAGENTATV ONE,DEUTSCHE TELEKOM,LG DS40T,LG,,,,
ENES (AIRPODS PRO) - FIND MY(05),LG SH5A,LG,HDMI 4,,,,,
,LG DS95TR,,,,,,,
,ORANGE FIBRE OPTIQUE BO횓TIER D횋CODEUR /BOX INTERNET,ORANGE FIBRE OPTIQUE,,,,,,
,CINEMA SB510,JBL,AMAZON FIRETV,,,,,
,PC,,SOUNDBAR,,,,,
,FIRE TV STICK,,,,,,,
,SKY Q SET-TOP BOX,SKY Q,,,,,,
,SET-TOP-BOX,SKY DEUTSCHLAND,HD+,,,,,
,SKY Q,SKY Q(WALES),,,,,,
LG-XL9T(F5),HDMI 4,,,,,,,
,SONOS BEAM,SONOS,,,,,,
,AV,,,,,,,
Q-SERIES SOUNDBAR(FB),HW-Q995GF,SAMSUNG,,,,,,
,HDMI 1,,,,,,,
,HD+,,,,,,,
,JBL BAR 800,,,,,,,
,XBOX,XBOX,HDMI 3,,,,,
,PS5 SPIELKONSOLE,PS5,,,,,,
,BOSE SS 600,,HD+,,,,,
,SOUNDTOUCH 300,BOSE,HDMI 3,,HDMI 4,,HD+,
JBL TUNE520BT(2C),PLAYSTATION 5,PS5,EVOBOX 4K,DARK,,,,
,HDMI 1,,,,,,,
,AMAZON FIRE T,AMAZON,,,,,,
,HDMI 1,,,,,,,
,LG DSG10TY,,CHROMECAST HD,,,,,
,FIRE TV STICK,AMAZON,BD_PLAYER,,,,,
,PLAYSTATION 5,PS5,,,,,,
,FREEBOX PLAYER,FREEBOX,,,,,,
HT-S20R(55),,,,,,,,
MPOW FLAME2(C1),HDMI 2,,,,,,,
BLUETOOTH(01),RX-V575,,HD+,,,,,
,TETTV-VIP5305,LATTELECOM,,,,,,
,PHILIPS FB1,PHILIPS,EVOBOX PVR,POLSAT BOX,,,,
SD-1004(59),,,,,,,,
CREATIVE STAGE(F1),HDMI 1,,,,,,,
,HDMI 3,,,,,,,
LG SQC2(B6),FREESAT FROM SKY SET-TOP BOX,FREESAT FROM SKY,,,,,,
LG S60TR(8D),,,,,,,,
,HDMI 1,,,,,,,
,HDMI 3,,,,,,,
,VODAFONE SET-TOP-BOX,VODAFONE,,,,,,
,TELENETTVBOX,TELENET,LG CHANNELS,,,,,
,HDMI 1,,,,,,,
,UPC BO횓TIER D횋CODEUR /BOX INTERNET,UPC,,,,,,
,SKY,FASTWEB,,,,,,
,AMAZON FIRE T,,,,,,,
,HDMI 3,,,,,,,
,FIRE TV STICK,,,,,,,
,HDMI 3,,,,,,,
,ORBIT SHOWTIME NETWORK 寞?碼万 ?? 碼?魔娩??邈,ORBIT SHOWTIME NETWORK,,,,,,
,HDMI 1,,,,,,,
,APPLE OTT,APPLE,XBOX,XBOX,XBOX,XBOX,,
,REVOX S100,,,,,,,
,SKY Q,SKY Q(NORTH EAST),,,,,,
,DSTV SET-TOP BOX,DSTV,,,,,,
,PC,,,,,,,
LIVING ROOM (SONOS 6486)(86),,,,,,,,
,HDMI 4,,,,,,,
,HDMI 1,,SONY DVD-PLAYER,SONY,,,,
,T-HOME BELT횋RI EGYS횋G,T-HOME,,,,,,
SALON(41),,,,,,,,
,,KPN,SOUNDBAR,SAMSUNG,,,,
,HDMI 3,,,,,,,
,RAUMFELD,TEUFEL,,,,,,
,,SKY Q,,,,,,
,FIRE TV STICK,,,,,,,
,HDMI 2,,,,,,,
,STB,DEUTSCHE TELEKOM,,,,,,
,SWITCH 2,N.A,HDMI 4,,,,,
AIRBUDS SE(CA),HDMI 2,,,,,,,
,STREAMING-BOX,,,,,,,
,HDMI 1,,HW-Q930B,SAMSUNG,,,,
,BT TV SET-TOP BOX,BT TV,,,,,,
,HDMI 3,,,,,,,
,HDMI 3,,,,,,,
,VIRGIN TV 1,VIRGIN,YSP-2700,,,,,
,ARC ULTRA,SONOS,,,,,,
,VIRGIN TV 1,VIRGIN,,,,,,
,AMAZON FIRETV,,,,,,,
,PLAY BOX TV,PLAY,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,DIGITURK SET 횥ST횥 KUTU,DIGITURK,,,,,,
,AV,,LG CHANNELS,,,,,
VIETA PRO UPPER 3(FF),HDMI 1,,,,,,,
,FIRE TV STICK,,SKY Q(WEST MIDLANDS) SET-TOP BOX,SKY Q(WEST MIDLANDS),,,,
,UMA,,,,,,,
,HDMI 4,,HD+,,,,,
,STB TUNER,,,,,,,
,APPLE TV,APPLE,,,,,,
,SKY,SKY Q(NORTH WEST),,,,,,
,HDMI 2,,,,,,,
,AUDIO SYSTEM,VIZIO,,,,,,
,HW-Q990C,SAMSUNG,APPLE TV,APPLE,,,,
,BOSE SMART SB,BOSE,,,,,,
,HDMI 1,,,,,,,
AIRPODS(8C),APPLE OTT,APPLE,BD_PLAYER,LG,,,,
,ORANGE FIBRE OPTIQUE BO횓TIER D횋CODEUR /BOX INTERNET,ORANGE FIBRE OPTIQUE,,,,,,
,HDMI 1,,,,,,,
,FREEBOX PLAYER,FREEBOX,,,,,,
,SKY SET-TOP BOX,SKY,HDMI 3,,,,,
,BEIN BO횓TIER D횋CODEUR /BOX INTERNET,BEIN,,,,,,
,AV,,,,,,,
,SKY Q,SKY Q,,,,,,
,FVP-5000T,FREEVIEW,NOW TV,NOW TV BY SKY,,,,
,BOSESMARTULTRA,BOSE,,,,,,
,MOVISTAR TV(CATALUNYA) DECODIFICADOR,MOVISTAR TV(CATALUNYA),,,,,,
,TETTV-VIP5305,LATTELECOM,,,,,,
,SKYLINK CZ,,,,,,,
,HDMI 3,,,,,,,
,HD+,,,,,,,
,PS4 SPIELKONSOLE,PS4,,,,,,
,AMAZON FIRETV,AMAZON,HDMI 2,,PLAYSTATION 5,PS5,,
,HDMI 3,,,,,,,
JBL XTREME 2(16),,,,,,,,
,HW-Q995GF,SAMSUNG,PYUR TV BOX,,,,,
,PS4 SPILKONSOL,PS4,ALTIBOX SET-TOP-BOKS,ALTIBOX,,,,
,VODAFONE TV(ASTURIAS) DECODIFICADOR,VODAFONE TV(ASTURIAS),PS5 CONSOLA DE JUEGOS,PS5,,,,
,DIGITURK,DIGITURK,,,,,,
,LG S60TR,LG,,,,,,
,TELIA TV,TELIA,,,,,,
LG SK4D(CE),PLAYSTATION 5,PS5,,,,,,
,D-SMART SET 횥ST횥 KUTU,D-SMART,,,,,,
REDMI BUDS 6 LITE(AC),HDMI 2,,HT-S350,SONY,,,,
,DESCODIFICADO,HUMAX,,,,,,
,ONE FOR ALL DECODIFICADOR,ONE FOR ALL,HDMI 4,,CANAL+ APP,,,
,FREEBOX BO횓TIER D횋CODEUR /BOX INTERNET,FREEBOX,HDMI 2,,,,,
,APPLE TV,APPLE,,,,,,
JBL PARTYBOX CLUB 120(DF),,,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,HDMI 2,,,,,,,
,PLAYSTATION 5,PS5,,,,,,
SOUNDCORE R50I(1F),,,,,,,,
SSS3800(3C),,,,,,,,
,AMAZON FIRE?T,AMAZON,HD+,,,,,
,,,,,,,,
